scientific_name,common_name
telophorus viridis,four-colored bushshrike
telophorus dohertyi,doherty's bushshrike
malaconotus cruentus,fiery-breasted bushshrike
malaconotus lagdeni,lagden's bushshrike
malaconotus gladiator,green-breasted bushshrike
malaconotus blanchoti,gray-headed bushshrike
malaconotus monteiri,monteiro's bushshrike
malaconotus alius,uluguru bushshrike
chaetorhynchus papuensis,drongo fantail
eutrichomyias rowleyi,cerulean flycatcher
lamprolia victoriae,taveuni silktail
lamprolia klinesmithi,natewa silktail
rhipidura atra,black fantail
rhipidura nigrocinnamomea,black-and-cinnamon fantail
rhipidura superciliaris,mindanao blue-fantail
rhipidura samarensis,visayan blue-fantail
rhipidura sauli,tablas fantail
rhipidura albiventris,visayan fantail
rhipidura cyaniceps,blue-headed fantail
rhipidura perlata,spotted fantail
rhipidura fuscorufa,cinnamon-tailed fantail
rhipidura cockerelli,cockerell's fantail
rhipidura rufiventris,northern fantail
rhipidura diluta,brown-capped fantail
rhipidura threnothorax,sooty thicket-fantail
rhipidura maculipectus,black thicket-fantail
rhipidura leucothorax,white-bellied thicket-fantail
rhipidura leucophrys,willie-wagtail
rhipidura javanica,malaysian pied-fantail
rhipidura nigritorquis,philippine pied-fantail
rhipidura albicollis,white-throated fantail
rhipidura albogularis,spot-breasted fantail
rhipidura phoenicura,rufous-tailed fantail
rhipidura euryura,white-bellied fantail
rhipidura aureola,white-browed fantail
rhipidura rufidorsa,rufous-backed fantail
rhipidura brachyrhyncha,dimorphic fantail
rhipidura dahli,bismarck fantail
rhipidura matthiae,mussau fantail
rhipidura malaitae,malaita fantail
rhipidura teysmanni,sulawesi fantail
rhipidura habibiei,peleng fantail
rhipidura sulaensis,taliabu fantail
rhipidura superflua,tawny-backed fantail
rhipidura dedemi,streak-breasted fantail
rhipidura opistherythra,long-tailed fantail
rhipidura lepida,palau fantail
rhipidura semirubra,manus fantail
rhipidura rufifrons,rufous fantail
rhipidura dryas,arafura fantail
rhipidura kubaryi,pohnpei fantail
rhipidura albolimbata,friendly fantail
rhipidura hyperythra,chestnut-bellied fantail
rhipidura drownei,brown fantail
rhipidura verreauxi,streaked fantail
rhipidura tenebrosa,dusky fantail
rhipidura rennelliana,rennell fantail
rhipidura personata,kadavu fantail
rhipidura nebulosa,samoan fantail
rhipidura albiscapa,gray fantail
rhipidura phasiana,mangrove fantail
rhipidura fuliginosa,new zealand fantail
dicrurus occidentalis,western square-tailed drongo
dicrurus sharpei,sharpe's drongo
dicrurus ludwigii,common square-tailed drongo
dicrurus atripennis,shining drongo
dicrurus adsimilis,fork-tailed drongo
dicrurus divaricatus,glossy-backed drongo
dicrurus atactus,fanti drongo
dicrurus modestus,velvet-mantled drongo
dicrurus aldabranus,aldabra drongo
dicrurus fuscipennis,comoro drongo
dicrurus forficatus,crested drongo
dicrurus waldenii,mayotte drongo
dicrurus macrocercus,black drongo
dicrurus leucophaeus,ashy drongo
dicrurus caerulescens,white-bellied drongo
dicrurus annectens,crow-billed drongo
dicrurus aeneus,bronzed drongo
dicrurus remifer,lesser racket-tailed drongo
dicrurus hottentottus,hair-crested drongo
dicrurus balicassius,balicassiao
dicrurus montanus,sulawesi drongo
dicrurus sumatranus,sumatran drongo
dicrurus densus,wallacean drongo
dicrurus megarhynchus,ribbon-tailed drongo
dicrurus bracteatus,spangled drongo
dicrurus menagei,tablas drongo
dicrurus andamanensis,andaman drongo
dicrurus paradiseus,greater racket-tailed drongo
dicrurus lophorinus,sri lanka drongo
lycocorax pyrrhopterus,paradise-crow
phonygammus keraudrenii,trumpet manucode
manucodia comrii,curl-crested manucode
manucodia chalybatus,crinkle-collared manucode
manucodia jobiensis,jobi manucode
manucodia ater,glossy-mantled manucode
pteridophora alberti,king-of-saxony bird-of-paradise
parotia carolae,carola's parotia
parotia berlepschi,bronze parotia
parotia sefilata,western parotia
parotia wahnesi,wahnes's parotia
parotia lawesii,lawes's parotia
seleucidis melanoleucus,twelve-wired bird-of-paradise
drepanornis albertisi,black-billed sicklebill
drepanornis bruijnii,pale-billed sicklebill
semioptera wallacii,standardwing bird-of-paradise
lophorina niedda,vogelkop lophorina
lophorina superba,greater lophorina
lophorina minor,lesser lophorina
ptiloris paradiseus,paradise riflebird
ptiloris victoriae,victoria's riflebird
ptiloris magnificus,magnificent riflebird
ptiloris intercedens,growling riflebird
epimachus fastosus,black sicklebill
epimachus meyeri,brown sicklebill
paradigalla carunculata,long-tailed paradigalla
paradigalla brevicauda,short-tailed paradigalla
astrapia nigra,arfak astrapia
astrapia rothschildi,huon astrapia
astrapia stephaniae,stephanie's astrapia
astrapia mayeri,ribbon-tailed astrapia
cicinnurus regius,king bird-of-paradise
cicinnurus respublica,wilson's bird-of-paradise
cicinnurus magnificus,magnificent bird-of-paradise
paradisaea rudolphi,blue bird-of-paradise
paradisaea guilielmi,emperor bird-of-paradise
paradisaea rubra,red bird-of-paradise
paradisaea decora,goldie's bird-of-paradise
paradisaea minor,lesser bird-of-paradise
paradisaea raggiana,raggiana bird-of-paradise
paradisaea apoda,greater bird-of-paradise
ifrita kowaldi,blue-capped ifrita
trochocercus nitens,blue-headed crested-flycatcher
trochocercus cyanomelas,african crested-flycatcher
hypothymis helenae,short-crested monarch
hypothymis azurea,black-naped monarch
hypothymis puella,pale-blue monarch
hypothymis coelestis,celestial monarch
terpsiphone cyanescens,blue paradise-flycatcher
terpsiphone cinnamomea,rufous paradise-flycatcher
terpsiphone atrocaudata,japanese paradise-flycatcher
terpsiphone incei,amur paradise-flycatcher
terpsiphone affinis,blyth's paradise-flycatcher
terpsiphone bourbonnensis,mascarene paradise-flycatcher
terpsiphone paradisi,indian paradise-flycatcher
terpsiphone atrochalybeia,sao tome paradise-flycatcher
terpsiphone corvina,seychelles paradise-flycatcher
terpsiphone mutata,malagasy paradise-flycatcher
terpsiphone rufiventer,black-headed paradise-flycatcher
terpsiphone bedfordi,bedford's paradise-flycatcher
terpsiphone rufocinerea,rufous-vented paradise-flycatcher
terpsiphone batesi,bates's paradise-flycatcher
terpsiphone viridis,african paradise-flycatcher
chasiempis sandwichensis,hawaii elepaio
chasiempis sclateri,kauai elepaio
chasiempis ibidis,oahu elepaio
pomarea nigra,tahiti monarch
pomarea pomarea,maupiti monarch
pomarea dimidiata,rarotonga monarch
pomarea fluxa,eiao monarch
pomarea nukuhivae,nuku hiva monarch
pomarea iphis,iphis monarch
pomarea mira,ua pou monarch
pomarea mendozae,marquesas monarch
pomarea whitneyi,fatuhiva monarch
mayrornis versicolor,ogea monarch
mayrornis lessoni,slaty monarch
mayrornis schistaceus,vanikoro monarch
neolalage banksiana,buff-bellied monarch
clytorhynchus pachycephaloides,southern shrikebill
clytorhynchus hamlini,rennell shrikebill
clytorhynchus vitiensis,fiji shrikebill
clytorhynchus nigrogularis,black-throated shrikebill
clytorhynchus sanctaecrucis,santa cruz shrikebill
carterornis pileatus,white-naped monarch
carterornis castus,loetoe monarch
carterornis leucotis,white-eared monarch
carterornis chrysomela,golden monarch
metabolus rugensis,truk monarch
monarcha godeffroyi,yap monarch
monarcha takatsukasae,tinian monarch
monarcha cinerascens,island monarch
monarcha richardsii,white-capped monarch
monarcha castaneiventris,chestnut-bellied monarch
monarcha erythrostictus,bougainville monarch
monarcha melanopsis,black-faced monarch
monarcha frater,black-winged monarch
symposiachrus axillaris,fan-tailed monarch
symposiachrus rubiensis,rufous monarch
symposiachrus sacerdotum,flores monarch
symposiachrus boanensis,black-chinned monarch
symposiachrus trivirgatus,spectacled monarch
symposiachrus leucurus,white-tailed monarch
symposiachrus everetti,white-tipped monarch
symposiachrus loricatus,black-tipped monarch
symposiachrus julianae,kofiau monarch
symposiachrus brehmii,biak monarch
symposiachrus manadensis,hooded monarch
symposiachrus infelix,manus monarch
symposiachrus menckei,white-breasted monarch
symposiachrus verticalis,black-tailed monarch
symposiachrus barbatus,black-and-white monarch
symposiachrus browni,kolombangara monarch
symposiachrus mundus,black-bibbed monarch
symposiachrus vidua,white-collared monarch
symposiachrus guttula,spot-winged monarch
arses telescopthalmus,frilled monarch
arses lorealis,frill-necked monarch
arses insularis,ochre-collared monarch
arses kaupi,pied monarch
grallina cyanoleuca,magpie-lark
grallina bruijnii,torrent-lark
myiagra erythrops,palau flycatcher
myiagra freycineti,guam flycatcher
myiagra pluto,pohnpei flycatcher
myiagra oceanica,oceanic flycatcher
myiagra atra,biak flycatcher
myiagra galeata,moluccan flycatcher
myiagra rubecula,leaden flycatcher
myiagra ferrocyanea,steel-blue flycatcher
myiagra cervinicauda,ochre-headed flycatcher
myiagra caledonica,melanesian flycatcher
myiagra vanikorensis,vanikoro flycatcher
myiagra albiventris,samoan flycatcher
myiagra azureocapilla,azure-crested flycatcher
myiagra castaneigularis,chestnut-throated flycatcher
myiagra ruficollis,broad-billed flycatcher
myiagra cyanoleuca,satin flycatcher
myiagra inquieta,restless flycatcher
myiagra nana,paperbark flycatcher
myiagra alecto,shining flycatcher
myiagra hebetior,dull flycatcher
corcorax melanorhamphos,white-winged chough
struthidea cinerea,apostlebird
melampitta lugubris,lesser melampitta
melampitta gigantea,greater melampitta
platylophus galericulatus,crested shrikejay
lanius tigrinus,tiger shrike
lanius bucephalus,bull-headed shrike
lanius collurio,red-backed shrike
lanius phoenicuroides,red-tailed shrike
lanius isabellinus,isabelline shrike
lanius cristatus,brown shrike
lanius collurioides,burmese shrike
lanius gubernator,emin's shrike
lanius vittatus,bay-backed shrike
lanius schach,long-tailed shrike
lanius tephronotus,gray-backed shrike
lanius validirostris,mountain shrike
lanius ludovicianus,loggerhead shrike
lanius borealis,northern shrike
lanius meridionalis,iberian gray shrike
lanius excubitor,great gray shrike
lanius minor,lesser gray shrike
lanius giganteus,giant shrike
lanius excubitoroides,gray-backed fiscal
lanius cabanisi,long-tailed fiscal
lanius corvinus,yellow-billed shrike
lanius melanoleucus,magpie shrike
lanius dorsalis,taita fiscal
lanius somalicus,somali fiscal
lanius mackinnoni,mackinnon's shrike
lanius humeralis,northern fiscal
lanius collaris,southern fiscal
lanius souzae,souza's shrike
lanius newtoni,newton's fiscal
lanius nubicus,masked shrike
lanius senator,woodchat shrike
eurocephalus ruppelli,white-rumped shrike
eurocephalus anguitimens,white-crowned shrike
platysmurus leucopterus,black magpie
perisoreus infaustus,siberian jay
perisoreus internigrans,sichuan jay
perisoreus canadensis,canada jay
cyanolyca mirabilis,white-throated jay
cyanolyca nanus,dwarf jay
cyanolyca pumilo,black-throated jay
cyanolyca argentigula,silvery-throated jay
cyanolyca cucullata,azure-hooded jay
cyanolyca pulchra,beautiful jay
cyanolyca armillata,black-collared jay
cyanolyca turcosa,turquoise jay
cyanolyca viridicyanus,white-collared jay
calocitta colliei,black-throated magpie-jay
calocitta formosa,white-throated magpie-jay
psilorhinus morio,brown jay
cyanocorax dickeyi,tufted jay
cyanocorax affinis,black-chested jay
cyanocorax yncas,green jay
cyanocorax melanocyaneus,bushy-crested jay
cyanocorax sanblasianus,san blas jay
cyanocorax yucatanicus,yucatan jay
cyanocorax beecheii,purplish-backed jay
cyanocorax cyanomelas,purplish jay
cyanocorax caeruleus,azure jay
cyanocorax violaceus,violaceous jay
cyanocorax cristatellus,curl-crested jay
cyanocorax mystacalis,white-tailed jay
cyanocorax cayanus,cayenne jay
cyanocorax heilprini,azure-naped jay
cyanocorax chrysops,plush-crested jay
cyanocorax cyanopogon,white-naped jay
gymnorhinus cyanocephalus,pinyon jay
cyanocitta stelleri,steller's jay
cyanocitta cristata,blue jay
aphelocoma coerulescens,florida scrub-jay
aphelocoma insularis,island scrub-jay
aphelocoma californica,california scrub-jay
aphelocoma woodhouseii,woodhouse's scrub-jay
aphelocoma wollweberi,mexican jay
aphelocoma ultramarina,transvolcanic jay
aphelocoma unicolor,unicolored jay
garrulus glandarius,eurasian jay
garrulus lanceolatus,black-headed jay
garrulus lidthi,lidth's jay
cyanopica cooki,iberian magpie
cyanopica cyanus,azure-winged magpie
urocissa ornata,sri lanka blue-magpie
urocissa caerulea,taiwan blue-magpie
urocissa flavirostris,yellow-billed blue-magpie
urocissa erythroryncha,red-billed blue-magpie
urocissa whiteheadi,white-winged magpie
cissa chinensis,common green-magpie
cissa hypoleuca,indochinese green-magpie
cissa thalassina,javan green-magpie
cissa jefferyi,bornean green-magpie
dendrocitta vagabunda,rufous treepie
dendrocitta formosae,gray treepie
dendrocitta occipitalis,sumatran treepie
dendrocitta cinerascens,bornean treepie
dendrocitta leucogastra,white-bellied treepie
dendrocitta frontalis,collared treepie
dendrocitta bayleii,andaman treepie
crypsirina temia,racket-tailed treepie
crypsirina cucullata,hooded treepie
temnurus temnurus,ratchet-tailed treepie
pica mauritanica,maghreb magpie
pica asirensis,asir magpie
pica bottanensis,black-rumped magpie
pica serica,oriental magpie
pica pica,eurasian magpie
pica hudsonia,black-billed magpie
pica nuttalli,yellow-billed magpie
zavattariornis stresemanni,stresemann's bush-crow
podoces hendersoni,mongolian ground-jay
podoces biddulphi,xinjiang ground-jay
podoces panderi,turkestan ground-jay
podoces pleskei,iranian ground-jay
nucifraga columbiana,clark's nutcracker
nucifraga caryocatactes,eurasian nutcracker
nucifraga multipunctata,kashmir nutcracker
pyrrhocorax pyrrhocorax,red-billed chough
pyrrhocorax graculus,yellow-billed chough
ptilostomus afer,piapiac
corvus monedula,eurasian jackdaw
corvus dauuricus,daurian jackdaw
corvus moneduloides,new caledonian crow
corvus unicolor,banggai crow
corvus enca,slender-billed crow
corvus violaceus,violet crow
corvus typicus,piping crow
corvus florensis,flores crow
corvus kubaryi,mariana crow
corvus validus,long-billed crow
corvus woodfordi,guadalcanal crow
corvus meeki,bougainville crow
corvus fuscicapillus,brown-headed crow
corvus tristis,gray crow
corvus capensis,cape crow
corvus frugilegus,rook
corvus brachyrhynchos,american crow
corvus palmarum,palm crow
corvus nasicus,cuban crow
corvus leucognaphalus,white-necked crow
corvus jamaicensis,jamaican crow
corvus imparatus,tamaulipas crow
corvus sinaloae,sinaloa crow
corvus ossifragus,fish crow
corvus hawaiiensis,hawaiian crow
corvus cryptoleucus,chihuahuan raven
corvus corone,carrion crow
corvus cornix,hooded crow
corvus macrorhynchos,large-billed crow
corvus orru,torresian crow
corvus insularis,bismarck crow
corvus bennetti,little crow
corvus coronoides,australian raven
corvus mellori,little raven
corvus tasmanicus,forest raven
corvus pectoralis,collared crow
corvus albus,pied crow
corvus ruficollis,brown-necked raven
corvus edithae,somali crow
corvus rhipidurus,fan-tailed raven
corvus albicollis,white-necked raven
corvus crassirostris,thick-billed raven
corvus corax,common raven
cnemophilus loriae,loria's satinbird
cnemophilus macgregorii,crested satinbird
loboparadisea sericea,yellow-breasted satinbird
melanocharis arfakiana,obscure berrypecker
melanocharis nigra,black berrypecker
